satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,Salary
0.59,1.0,1.9999999999999998,160.0,5.0,0.0,1,0,product_mng,low
0.83,0.99,3.0,226.0,3.0,0.0,0,0,support,low
0.74,0.93,6.0,225.0,4.0,0.0,0,0,technical,low
0.84,0.89,4.0,187.0,2.0,1.0,0,0,product_mng,low
0.53,0.72,1.9999999999999998,172.0,5.0,0.0,0,0,sales,medium
0.64,0.83,4.0,179.0,3.0,0.0,0,0,hr,medium
0.71,0.68,4.0,208.0,2.0,0.0,0,0,accounting,low
0.49,0.6,1.9999999999999998,113.0,5.0,0.0,0,0,product_mng,medium
0.88,1.0,5.0,219.0,5.0,0.0,1,0,technical,low
0.41,0.57,1.9999999999999998,160.0,3.0,0.0,1,0,support,low
0.94,0.99,1.9999999999999998,157.0,3.0,0.0,0,0,sales,low
0.43,0.51,1.9999999999999998,136.0,3.0,0.0,1,0,hr,low
0.82,0.97,3.0,137.0,3.0,0.0,0,0,management,medium
0.4,0.56,1.9999999999999998,130.0,3.0,1.0,1,0,sales,low
0.61,0.86,4.0,196.0,4.0,0.0,1,0,hr,low
0.46,0.46,1.9999999999999998,154.0,3.0,0.0,1,0,accounting,low
0.28,0.95,5.0,191.0,3.0,0.0,0,0,support,low
0.87,0.91,4.0,255.0,5.0,0.0,1,0,support,low
0.38,0.79,5.0,176.0,3.0,0.0,0,0,sales,low
0.10999999999999999,0.84,7.0,296.0,4.0,0.0,1,0,sales,low
0.10999999999999999,0.88,6.0,294.0,4.0,0.0,1,0,product_mng,low
0.92,0.96,5.0,174.0,3.0,1.0,0,0,technical,low
0.74,0.59,4.0,177.0,4.0,1.0,0,0,sales,low
0.72,0.86,4.0,191.0,2.0,0.0,0,0,RandD,low
0.49,0.49,4.0,212.0,7.0,0.0,0,0,product_mng,medium
0.63,0.89,4.0,246.0,3.0,0.0,0,0,technical,low
0.68,0.67,4.0,162.0,10.0,0.0,0,0,management,high
0.61,0.82,3.0,157.0,2.0,0.0,0,0,accounting,low
0.09999999999999998,0.9,7.0,286.0,4.0,0.0,1,0,sales,low
0.76,0.99,3.0,216.0,3.0,0.0,0,0,marketing,low
0.87,0.68,4.0,217.0,3.0,0.0,0,0,sales,low
0.64,0.61,4.0,143.0,2.0,1.0,0,0,support,low
0.48,0.42,1.9999999999999998,275.0,6.0,1.0,0,1,hr,medium
0.44,0.54,1.9999999999999998,149.0,3.0,0.0,1,0,hr,low
0.88,0.59,4.0,227.0,3.0,0.0,0,0,management,high
0.37,0.49,1.9999999999999998,151.0,3.0,0.0,1,0,technical,low
0.95,0.71,4.0,151.0,4.0,0.0,0,0,sales,low
0.36,0.54,1.9999999999999998,153.0,3.0,0.0,1,0,accounting,low
0.36,0.57,1.9999999999999998,144.0,3.0,0.0,1,0,technical,low
0.86,0.66,4.0,191.0,2.0,0.0,0,0,technical,low
0.93,0.59,5.0,172.0,3.0,0.0,0,0,sales,low
0.91,0.97,5.0,233.0,5.0,0.0,1,0,hr,low
0.49,0.97,4.0,166.0,5.0,0.0,0,0,product_mng,medium
0.74,0.48,5.0,165.0,2.0,0.0,0,0,sales,low
0.83,0.77,3.0,228.0,3.0,0.0,0,0,sales,low
0.58,0.62,3.0,182.0,3.0,0.0,0,0,technical,low
0.71,0.61,1.9999999999999998,198.0,2.0,1.0,0,0,marketing,low
0.49,0.87,4.0,171.0,3.0,1.0,0,0,marketing,low
0.44,0.51,1.9999999999999998,127.0,3.0,0.0,1,0,technical,low
0.87,0.82,4.0,248.0,2.0,0.0,0,0,support,low
0.44,0.56,1.9999999999999998,141.0,3.0,0.0,1,0,sales,low
0.9,0.96,5.0,243.0,5.0,0.0,1,0,technical,low
0.8,0.82,4.0,175.0,2.0,0.0,0,0,management,medium
0.78,0.98,5.0,263.0,6.0,0.0,1,0,sales,low
0.37,0.47,1.9999999999999998,152.0,3.0,0.0,1,0,product_mng,low
0.58,0.53,3.0,287.0,5.0,0.0,0,0,product_mng,medium
0.4,0.5,1.9999999999999998,127.0,3.0,0.0,1,0,product_mng,low
0.15000000000000002,0.63,7.0,229.0,3.0,0.0,1,0,marketing,low
0.98,0.74,4.0,139.0,3.0,0.0,0,0,hr,medium
0.09999999999999998,0.68,3.0,179.0,3.0,0.0,1,0,product_mng,low
0.10999999999999999,0.83,6.0,282.0,4.0,0.0,1,0,sales,low
0.91,0.58,3.0,220.0,7.0,0.0,0,1,sales,medium
0.81,0.68,5.0,230.0,2.0,0.0,0,0,support,low
0.68,0.78,5.0,233.0,3.0,0.0,0,0,technical,low
0.18,0.54,4.0,145.0,5.0,0.0,0,0,RandD,medium
0.58,0.77,4.0,196.0,2.0,1.0,0,0,technical,low
0.74,0.66,3.0,257.0,3.0,0.0,0,0,support,low
0.78,0.81,4.0,253.0,5.0,0.0,1,0,marketing,low
0.10999999999999999,0.9,6.0,263.0,4.0,0.0,1,0,product_mng,low
0.66,0.56,4.0,141.0,4.0,0.0,0,0,support,low
0.91,0.95,5.0,241.0,5.0,0.0,1,0,sales,low
0.67,0.55,3.0,175.0,2.0,0.0,0,0,product_mng,low
0.45,0.57,1.9999999999999998,151.0,3.0,0.0,1,0,accounting,low
0.44,0.51,1.9999999999999998,219.0,4.0,0.0,0,0,sales,medium
0.37,0.57,1.9999999999999998,130.0,3.0,0.0,1,0,sales,low
0.22999999999999998,0.51,5.0,139.0,6.0,0.0,0,0,product_mng,medium
0.48,0.53,3.0,113.0,4.0,0.0,0,0,marketing,medium
0.91,1.0,5.0,244.0,6.0,0.0,1,0,hr,low
0.43,0.53,1.9999999999999998,131.0,3.0,0.0,1,0,product_mng,low
0.54,0.73,1.9999999999999998,100.0,3.0,0.0,0,0,product_mng,low
0.83,0.52,1.9999999999999998,149.0,2.0,1.0,0,0,sales,low
0.93,0.82,4.0,175.0,3.0,0.0,0,0,product_mng,low
0.4,0.53,1.9999999999999998,151.0,3.0,0.0,1,0,marketing,low
0.98,0.84,4.0,182.0,3.0,0.0,0,0,sales,low
0.8,0.96,3.0,257.0,5.0,0.0,0,0,support,medium
0.42,0.67,1.9999999999999998,115.0,3.0,0.0,0,0,sales,low
0.79,0.61,4.0,227.0,2.0,0.0,0,1,sales,medium
0.75,0.89,3.0,196.0,3.0,0.0,0,0,RandD,medium
0.77,0.83,3.0,160.0,3.0,0.0,0,0,support,low
0.72,0.65,4.0,224.0,3.0,0.0,0,0,support,low
0.61,0.98,1.9999999999999998,238.0,4.0,0.0,0,0,support,medium
0.68,0.55,4.0,169.0,3.0,1.0,0,0,sales,low
0.81,0.95,5.0,238.0,6.0,0.0,1,0,technical,low
0.67,0.52,4.0,207.0,3.0,0.0,0,0,product_mng,low
0.97,0.5,4.0,216.0,2.0,0.0,0,0,sales,low
0.72,0.66,3.0,160.0,3.0,0.0,0,0,support,low
0.82,0.91,5.0,232.0,5.0,0.0,1,0,technical,low
0.53,0.64,3.0,168.0,3.0,0.0,0,0,sales,low
0.46,0.55,5.0,261.0,5.0,0.0,0,0,RandD,medium
0.76,0.74,3.0,224.0,2.0,0.0,0,0,accounting,low
0.54,0.61,1.9999999999999998,264.0,3.0,0.0,0,0,sales,low
0.59,0.47,3.0,129.0,2.0,0.0,0,0,RandD,medium
0.64,0.41,3.0,231.0,6.0,0.0,0,0,technical,medium
0.87,0.48,4.0,264.0,3.0,0.0,0,0,product_mng,low
0.53,0.43,1.9999999999999998,139.0,3.0,0.0,0,0,support,low
0.15000000000000002,0.75,3.0,150.0,4.0,0.0,0,1,accounting,medium
0.55,0.66,3.0,164.0,2.0,0.0,0,0,technical,low
0.49,0.52,4.0,161.0,7.0,0.0,0,0,management,high
0.36,0.5,1.9999999999999998,132.0,3.0,0.0,1,0,management,low
0.44,0.49,1.9999999999999998,154.0,3.0,0.0,1,0,support,low
0.20999999999999996,0.81,5.0,169.0,4.0,0.0,0,0,support,low
0.81,0.56,4.0,262.0,3.0,0.0,0,0,RandD,medium
0.79,0.91,4.0,200.0,3.0,0.0,0,0,sales,low
0.71,0.53,3.0,186.0,2.0,0.0,0,0,technical,low
0.15000000000000002,0.35999999999999993,5.0,159.0,2.0,0.0,0,0,accounting,low
0.96,0.6,5.0,269.0,2.0,0.0,0,0,technical,low
0.61,0.62,3.0,191.0,3.0,0.0,0,0,technical,low
0.45,0.48,1.9999999999999998,149.0,3.0,0.0,1,0,support,low
0.3,0.47,6.0,156.0,2.0,1.0,0,0,support,low
0.21999999999999997,0.67,6.0,175.0,5.0,0.0,0,0,RandD,medium
0.5,0.63,3.0,172.0,2.0,0.0,0,0,RandD,medium
0.72,0.68,3.0,150.0,3.0,1.0,0,0,product_mng,low
0.09999999999999998,0.91,6.0,287.0,4.0,0.0,1,0,technical,low
0.9,0.72,5.0,237.0,2.0,0.0,0,0,accounting,low
0.82,0.92,4.0,252.0,5.0,0.0,1,0,marketing,low
0.7,0.67,5.0,136.0,3.0,0.0,0,0,sales,low
0.77,0.87,3.0,207.0,4.0,1.0,0,0,sales,low
0.44,0.56,1.9999999999999998,134.0,3.0,0.0,1,0,technical,low
0.62,0.73,3.0,158.0,3.0,1.0,0,0,sales,low
0.51,0.58,1.9999999999999998,218.0,2.0,1.0,0,0,technical,low
0.92,0.49,5.0,178.0,2.0,1.0,0,0,RandD,low
0.14,0.79,5.0,271.0,4.0,0.0,0,0,management,high
0.6,0.78,6.0,211.0,4.0,1.0,0,0,product_mng,low
0.53,0.6,5.0,247.0,3.0,0.0,0,0,technical,low
0.5,0.6,3.0,270.0,3.0,1.0,0,0,management,high
0.82,0.67,1.9999999999999998,202.0,3.0,0.0,0,0,sales,low
0.81,0.97,4.0,212.0,2.0,0.0,0,0,sales,low
0.83,0.87,3.0,230.0,3.0,0.0,0,1,RandD,medium
0.53,0.68,4.0,173.0,3.0,0.0,0,0,sales,low
0.09999999999999998,0.83,6.0,269.0,4.0,0.0,1,0,product_mng,low
0.99,0.97,5.0,229.0,2.0,0.0,0,0,technical,low
0.18,0.8,1.9999999999999998,110.0,5.0,0.0,0,0,support,medium
0.95,0.99,5.0,251.0,4.0,0.0,0,0,product_mng,low
0.48,0.49,3.0,268.0,3.0,0.0,0,0,hr,medium
0.13,0.63,6.0,219.0,6.0,0.0,0,0,marketing,medium
0.44,0.51,1.9999999999999998,138.0,3.0,0.0,1,0,support,low
0.49,0.58,3.0,265.0,3.0,0.0,0,0,support,low
0.9,0.98,4.0,264.0,6.0,0.0,1,0,product_mng,low
0.88,0.59,5.0,147.0,4.0,0.0,0,0,sales,low
0.88,0.88,4.0,265.0,5.0,0.0,1,0,RandD,low
0.76,0.88,5.0,265.0,4.0,0.0,0,0,support,low
0.73,0.61,5.0,222.0,3.0,0.0,0,0,sales,low
1.0,0.39,1.9999999999999998,210.0,5.0,0.0,0,0,sales,medium
0.94,0.79,3.0,256.0,3.0,0.0,0,0,marketing,medium
0.43,0.47,1.9999999999999998,135.0,3.0,0.0,1,0,sales,low
0.93,0.62,3.0,231.0,6.0,0.0,0,0,hr,medium
0.89,0.91,5.0,260.0,5.0,0.0,1,0,sales,low
0.37,0.47,1.9999999999999998,151.0,3.0,0.0,1,0,sales,low
0.72,0.76,4.0,189.0,2.0,0.0,0,0,support,low
0.78,1.0,5.0,236.0,5.0,0.0,1,0,sales,low
0.66,0.49,4.0,157.0,3.0,0.0,0,0,sales,low
0.55,0.96,3.0,194.0,3.0,0.0,0,0,product_mng,low
0.96,0.8,4.0,145.0,2.0,0.0,0,0,hr,medium
0.54,0.63,4.0,140.0,3.0,0.0,0,0,sales,low
0.77,0.67,5.0,207.0,2.0,0.0,0,0,sales,low
0.92,0.87,4.0,229.0,6.0,0.0,1,0,sales,low
0.5,0.83,1.9999999999999998,220.0,2.0,1.0,0,0,sales,low
0.84,0.69,4.0,149.0,3.0,0.0,0,0,marketing,low
0.44,0.51,1.9999999999999998,140.0,3.0,0.0,1,0,hr,low
0.10999999999999999,0.77,6.0,291.0,4.0,0.0,1,0,marketing,low
0.78,0.93,3.0,200.0,3.0,0.0,0,0,RandD,medium
0.69,0.8,5.0,203.0,2.0,1.0,0,0,support,low
0.9,0.49,3.0,237.0,2.0,0.0,0,0,technical,low
0.9,0.79,4.0,150.0,2.0,0.0,0,0,product_mng,low
0.54,0.48,3.0,152.0,2.0,0.0,0,0,sales,low
0.7,0.87,3.0,166.0,2.0,0.0,0,0,product_mng,low
0.24,0.46,7.0,224.0,5.0,0.0,1,0,accounting,low
0.64,0.72,4.0,254.0,3.0,0.0,0,0,support,low
0.25,0.9,6.0,229.0,8.0,0.0,0,0,sales,medium
0.69,0.85,5.0,246.0,3.0,0.0,0,0,product_mng,low
0.77,0.83,5.0,197.0,4.0,0.0,0,0,management,medium
0.95,0.74,4.0,258.0,3.0,0.0,0,0,technical,low
0.36,0.48,1.9999999999999998,137.0,3.0,0.0,1,0,technical,low
0.42,0.41,5.0,240.0,2.0,0.0,0,0,technical,low
0.5,0.7,4.0,162.0,2.0,0.0,0,0,sales,low
0.65,0.98,3.0,252.0,2.0,0.0,0,0,product_mng,low
0.73,0.92,3.0,199.0,3.0,1.0,0,0,management,medium
0.17000000000000004,0.5,4.0,267.0,6.0,0.0,0,0,support,medium
0.7,0.73,4.0,182.0,3.0,0.0,0,0,product_mng,low
0.82,0.75,3.0,161.0,3.0,0.0,0,0,sales,low
0.58,0.91,3.0,195.0,10.0,0.0,0,0,support,medium
1.0,0.86,4.0,195.0,4.0,0.0,0,0,support,low
0.6,0.61,1.9999999999999998,275.0,2.0,0.0,0,0,sales,low
0.48,0.81,3.0,212.0,2.0,0.0,0,0,technical,low
1.0,0.89,4.0,152.0,3.0,0.0,0,0,technical,low
0.73,0.92,5.0,232.0,5.0,0.0,1,0,sales,low
0.45,0.48,1.9999999999999998,136.0,3.0,0.0,1,0,product_mng,low
0.72,0.71,3.0,133.0,2.0,0.0,0,0,hr,medium
0.77,0.76,6.0,263.0,6.0,0.0,0,0,sales,medium
0.64,0.61,3.0,263.0,3.0,0.0,0,0,support,low
0.38,0.47,1.9999999999999998,144.0,3.0,0.0,1,0,support,low
0.49,0.67,3.0,140.0,2.0,0.0,0,0,hr,medium
0.48,0.62,4.0,210.0,2.0,0.0,0,0,sales,low
0.5,0.52,1.9999999999999998,178.0,2.0,0.0,0,0,support,low
0.8,0.68,4.0,157.0,3.0,0.0,0,0,sales,low
0.10999999999999999,0.92,6.0,260.0,4.0,0.0,1,0,support,low
0.7,0.84,1.9999999999999998,114.0,4.0,0.0,0,0,product_mng,medium
0.35,0.59,3.0,281.0,2.0,0.0,0,0,technical,low
0.52,0.63,4.0,232.0,3.0,0.0,0,0,accounting,low
0.5,0.77,4.0,180.0,3.0,0.0,0,0,sales,low
0.22999999999999998,0.99,4.0,204.0,4.0,1.0,1,0,accounting,low
0.10999999999999999,0.95,6.0,279.0,4.0,0.0,1,0,technical,low
0.84,0.98,5.0,270.0,5.0,0.0,1,0,sales,low
0.19,1.0,4.0,188.0,4.0,1.0,0,0,marketing,low
0.83,0.5,4.0,167.0,3.0,1.0,0,0,RandD,medium
0.83,0.9,4.0,195.0,3.0,0.0,0,0,sales,low
0.59,0.51,4.0,184.0,2.0,0.0,0,0,marketing,low
0.69,0.54,4.0,180.0,3.0,0.0,0,0,marketing,low
0.52,0.68,4.0,233.0,2.0,0.0,0,0,technical,low
0.33,0.4,4.0,212.0,2.0,1.0,0,0,accounting,low
0.88,1.0,5.0,219.0,6.0,1.0,1,0,technical,low
0.76,0.65,3.0,220.0,3.0,0.0,0,0,sales,low
0.45,0.46,3.0,179.0,2.0,1.0,0,0,sales,low
0.44,0.5,1.9999999999999998,156.0,3.0,0.0,1,0,sales,low
0.85,0.53,3.0,226.0,2.0,0.0,0,0,accounting,low
0.19,0.63,4.0,142.0,6.0,0.0,0,0,RandD,medium
0.36,0.53,1.9999999999999998,133.0,3.0,0.0,1,0,sales,low
0.85,0.81,4.0,260.0,3.0,0.0,0,0,product_mng,low
0.15000000000000002,0.89,3.0,219.0,6.0,0.0,0,0,marketing,medium
0.81,0.95,5.0,266.0,5.0,0.0,1,0,technical,low
0.63,0.84,4.0,181.0,3.0,0.0,0,0,technical,low
0.24,0.65,4.0,248.0,3.0,0.0,0,0,support,low
0.75,0.77,5.0,199.0,4.0,0.0,0,0,sales,low
0.56,0.69,5.0,198.0,3.0,0.0,0,0,hr,medium
0.97,0.7,4.0,218.0,2.0,0.0,0,0,sales,low
0.39,0.53,1.9999999999999998,146.0,3.0,0.0,1,0,sales,low
0.42,0.5,1.9999999999999998,139.0,3.0,0.0,1,0,hr,low
0.57,0.9,3.0,256.0,4.0,0.0,0,0,RandD,medium
0.76,0.73,4.0,148.0,2.0,1.0,0,0,hr,medium
0.6,0.6,4.0,201.0,3.0,0.0,0,0,RandD,medium
0.76,0.76,3.0,216.0,3.0,0.0,0,0,sales,low
0.24,0.74,6.0,106.0,5.0,0.0,0,0,technical,medium
0.89,0.52,3.0,164.0,3.0,0.0,0,0,technical,low
0.81,0.49,1.9999999999999998,205.0,5.0,1.0,0,0,sales,medium
0.99,0.75,6.0,139.0,5.0,1.0,0,0,technical,low
0.49,0.59,4.0,137.0,4.0,0.0,0,0,technical,medium
0.56,0.99,3.0,209.0,2.0,0.0,0,0,technical,low
0.53,0.74,5.0,181.0,2.0,0.0,0,0,sales,low
0.99,0.66,3.0,202.0,3.0,0.0,0,0,sales,low
0.88,0.61,3.0,236.0,3.0,0.0,0,0,hr,medium
0.75,0.71,4.0,209.0,3.0,0.0,0,0,sales,low
0.79,0.66,4.0,139.0,4.0,0.0,0,0,support,low
0.66,0.94,4.0,176.0,2.0,1.0,0,0,technical,low
0.56,0.57,1.9999999999999998,112.0,4.0,0.0,0,0,management,high
1.0,0.88,6.0,201.0,4.0,0.0,0,0,technical,low
0.51,0.8,4.0,198.0,6.0,0.0,0,0,marketing,medium
0.14,0.47,4.0,175.0,2.0,0.0,1,0,RandD,low
0.81,0.54,4.0,155.0,4.0,0.0,0,0,accounting,medium
0.94,0.83,5.0,148.0,3.0,0.0,0,0,accounting,low
0.96,0.89,3.0,142.0,4.0,0.0,0,0,sales,low
0.37,0.56,1.9999999999999998,156.0,3.0,0.0,1,0,sales,low
0.49,0.99,5.0,262.0,2.0,1.0,0,0,sales,low
0.15000000000000002,0.96,5.0,201.0,6.0,0.0,0,0,support,medium
0.66,0.76,3.0,170.0,3.0,0.0,0,0,technical,low
0.14,0.83,5.0,175.0,6.0,1.0,0,0,product_mng,medium
0.86,0.82,4.0,252.0,4.0,0.0,0,0,support,medium
0.89,0.96,3.0,122.0,4.0,0.0,0,0,hr,medium
0.22999999999999998,0.97,4.0,200.0,3.0,0.0,0,0,sales,low
0.72,0.84,4.0,186.0,3.0,0.0,0,0,hr,medium
0.62,0.95,4.0,132.0,3.0,0.0,0,0,RandD,medium
0.39,0.57,1.9999999999999998,145.0,3.0,0.0,1,0,accounting,low
0.67,0.44,4.0,194.0,2.0,1.0,0,0,sales,low
0.82,0.82,5.0,193.0,4.0,0.0,0,0,technical,low
0.3,0.91,4.0,248.0,4.0,0.0,0,0,management,high
0.10999999999999999,0.8,7.0,243.0,4.0,0.0,1,0,sales,low
0.47,0.6,4.0,263.0,5.0,0.0,0,0,RandD,medium
0.47,0.44,5.0,255.0,5.0,1.0,0,0,support,medium
0.31,0.7,3.0,132.0,3.0,0.0,0,0,product_mng,low
0.87,0.48,5.0,242.0,3.0,0.0,0,0,sales,low
0.92,0.9,4.0,249.0,3.0,0.0,0,0,product_mng,low
0.57,0.49,3.0,159.0,4.0,1.0,0,0,technical,low
0.94,0.7,3.0,176.0,3.0,0.0,0,0,technical,low
0.9,0.92,5.0,245.0,5.0,0.0,1,0,sales,low
0.82,0.51,3.0,234.0,3.0,0.0,0,0,sales,low
0.49,1.0,3.0,176.0,3.0,0.0,0,0,support,low
0.66,0.9,3.0,176.0,2.0,1.0,0,0,product_mng,low
0.57,0.39,3.0,193.0,6.0,0.0,0,0,sales,medium
0.69,0.48,5.0,232.0,4.0,0.0,0,0,sales,low
0.09999999999999998,0.84,6.0,246.0,4.0,0.0,1,0,hr,low
0.69,0.74,4.0,266.0,2.0,1.0,0,0,support,low
0.81,0.95,3.0,212.0,3.0,0.0,0,0,technical,low
0.86,0.68,5.0,263.0,2.0,0.0,1,0,technical,low
0.73,0.95,3.0,222.0,4.0,0.0,0,0,sales,low
0.99,0.68,5.0,264.0,10.0,1.0,0,0,support,medium
0.52,0.92,3.0,268.0,3.0,0.0,0,0,sales,low
0.5,0.71,4.0,163.0,8.0,0.0,0,1,hr,medium
0.56,0.67,4.0,184.0,3.0,0.0,0,0,marketing,low
0.09999999999999998,0.86,6.0,247.0,4.0,0.0,1,0,product_mng,low
0.77,0.83,4.0,154.0,3.0,0.0,0,0,marketing,low
0.55,0.9,4.0,206.0,3.0,0.0,0,0,product_mng,low
0.71,0.78,4.0,227.0,2.0,0.0,0,0,support,low
0.45,0.51,1.9999999999999998,147.0,3.0,0.0,1,0,sales,low
0.18,0.99,4.0,160.0,5.0,0.0,0,0,accounting,medium
0.37,0.85,1.9999999999999998,185.0,3.0,0.0,0,0,product_mng,low
0.63,1.0,5.0,241.0,4.0,0.0,0,0,RandD,medium
0.9,0.76,1.9999999999999998,211.0,4.0,0.0,0,0,technical,medium
0.61,0.96,3.0,214.0,2.0,0.0,0,0,product_mng,low
0.64,0.63,3.0,156.0,6.0,1.0,0,0,support,medium
0.56,0.45,3.0,184.0,3.0,0.0,0,0,RandD,medium
0.6,0.68,4.0,271.0,4.0,0.0,0,0,technical,medium
0.9,0.87,4.0,231.0,5.0,0.0,0,0,management,medium
0.95,0.84,3.0,270.0,3.0,1.0,0,1,sales,medium
0.43,0.5,1.9999999999999998,148.0,3.0,0.0,1,0,support,low
0.8,0.96,4.0,268.0,3.0,0.0,0,0,technical,low
0.42,0.51,3.0,190.0,4.0,0.0,0,0,support,medium
0.51,0.87,3.0,180.0,4.0,0.0,0,0,hr,medium
0.95,0.6,1.9999999999999998,144.0,3.0,0.0,0,0,product_mng,low
0.75,0.85,3.0,250.0,6.0,0.0,0,0,technical,medium
0.64,0.77,3.0,249.0,2.0,1.0,0,0,support,low
0.91,0.7,4.0,196.0,2.0,0.0,0,0,technical,low
0.86,0.86,3.0,173.0,3.0,0.0,0,0,marketing,low
0.81,0.92,5.0,258.0,3.0,0.0,0,1,sales,medium
0.54,0.72,3.0,172.0,2.0,0.0,0,0,RandD,medium
0.53,0.76,5.0,143.0,4.0,0.0,0,1,technical,medium
0.49,0.63,6.0,265.0,3.0,0.0,1,0,technical,low
0.92,0.74,3.0,137.0,2.0,0.0,0,0,support,low
0.98,0.69,3.0,152.0,2.0,0.0,0,0,sales,low
0.5,0.75,5.0,178.0,6.0,0.0,0,0,technical,medium
0.21999999999999997,0.52,6.0,217.0,6.0,0.0,0,0,hr,medium
0.74,0.64,4.0,101.0,6.0,1.0,0,0,product_mng,medium
0.72,0.66,3.0,256.0,2.0,0.0,0,0,product_mng,low
0.77,0.87,5.0,266.0,5.0,0.0,1,0,accounting,low
0.73,0.74,5.0,230.0,3.0,0.0,0,0,support,low
0.10999999999999999,0.83,6.0,306.0,4.0,0.0,1,0,support,low
0.57,0.85,4.0,219.0,2.0,1.0,1,0,sales,low
0.2,0.7,6.0,281.0,5.0,0.0,1,0,sales,low
0.49,0.65,3.0,168.0,4.0,0.0,0,0,technical,medium
0.87,0.84,5.0,231.0,5.0,0.0,1,0,product_mng,low
0.77,0.74,5.0,243.0,2.0,0.0,0,0,technical,low
0.64,0.91,3.0,165.0,3.0,1.0,0,0,support,low
0.92,0.85,3.0,155.0,2.0,0.0,0,0,accounting,low
0.58,0.79,5.0,262.0,2.0,0.0,0,0,sales,low
0.73,0.85,5.0,245.0,3.0,0.0,0,0,RandD,medium
0.55,0.76,4.0,233.0,4.0,0.0,0,0,product_mng,medium
0.77,0.76,1.9999999999999998,216.0,3.0,1.0,0,0,accounting,low
0.10999999999999999,0.8,6.0,285.0,4.0,0.0,1,0,accounting,low
0.69,0.58,4.0,149.0,3.0,0.0,0,1,marketing,medium
0.97,0.72,5.0,260.0,4.0,0.0,0,0,technical,medium
0.51,0.86,4.0,260.0,3.0,1.0,0,0,marketing,low
0.44,0.48,1.9999999999999998,146.0,3.0,0.0,1,0,support,low
0.7,0.91,5.0,139.0,3.0,1.0,0,0,technical,low
0.74,0.76,3.0,244.0,3.0,0.0,0,0,management,high
0.65,0.64,5.0,206.0,3.0,0.0,0,0,technical,low
0.89,0.51,3.0,249.0,3.0,0.0,0,0,RandD,medium
0.6,0.88,4.0,175.0,3.0,0.0,0,0,support,low
0.43,0.52,1.9999999999999998,147.0,3.0,0.0,1,0,sales,low
0.99,0.82,3.0,255.0,2.0,0.0,0,0,product_mng,low
0.94,0.99,3.0,207.0,2.0,0.0,0,0,sales,low
0.66,0.63,3.0,166.0,3.0,0.0,0,0,product_mng,low
0.62,0.98,4.0,137.0,3.0,0.0,0,0,technical,low
0.71,0.6,4.0,208.0,3.0,0.0,0,0,accounting,low
0.93,0.5,5.0,272.0,3.0,0.0,0,0,sales,low
0.77,0.88,1.9999999999999998,169.0,3.0,0.0,0,0,technical,low
0.08999999999999997,0.8,6.0,294.0,4.0,0.0,1,0,hr,low
0.55,0.87,4.0,200.0,3.0,0.0,0,0,marketing,low
0.62,0.82,3.0,204.0,10.0,0.0,0,0,accounting,medium
0.53,0.98,1.9999999999999998,163.0,3.0,0.0,0,0,marketing,low
0.62,0.69,4.0,184.0,3.0,0.0,0,0,technical,low
0.58,0.77,4.0,145.0,3.0,1.0,0,0,support,low
0.72,0.71,3.0,242.0,2.0,0.0,0,0,technical,low
0.12,1.0,3.0,278.0,4.0,0.0,1,0,RandD,low
0.9,0.88,5.0,254.0,2.0,0.0,0,0,marketing,low
0.89,0.71,4.0,190.0,3.0,0.0,0,0,RandD,medium
0.59,0.64,5.0,123.0,2.0,0.0,0,0,product_mng,low
0.7,0.53,1.9999999999999998,274.0,4.0,0.0,1,0,sales,low
0.14,0.75,4.0,277.0,5.0,1.0,1,0,sales,low
0.81,0.75,5.0,170.0,3.0,1.0,0,0,product_mng,low
0.6,0.82,4.0,194.0,3.0,0.0,0,0,hr,medium
0.97,0.7,5.0,195.0,2.0,1.0,0,0,RandD,low
0.82,0.99,4.0,263.0,6.0,0.0,1,0,technical,low
0.98,0.74,4.0,151.0,3.0,0.0,0,0,sales,low
0.79,0.66,4.0,243.0,3.0,0.0,0,0,sales,low
0.62,0.89,4.0,254.0,3.0,1.0,0,0,technical,low
0.82,0.84,3.0,237.0,2.0,0.0,0,0,technical,low
0.73,0.99,5.0,241.0,5.0,0.0,1,0,sales,low
0.68,0.59,3.0,141.0,3.0,0.0,0,0,product_mng,low
0.69,0.97,4.0,233.0,3.0,0.0,0,0,product_mng,low
0.18,0.81,4.0,147.0,4.0,0.0,0,0,marketing,low
0.77,0.91,5.0,236.0,5.0,0.0,1,0,marketing,low
0.9,0.74,3.0,260.0,2.0,0.0,0,0,support,low
0.98,0.96,5.0,139.0,3.0,0.0,0,0,support,low
0.9,0.68,4.0,204.0,4.0,1.0,0,0,support,low
0.84,0.73,5.0,105.0,5.0,0.0,0,0,support,medium
0.69,0.97,4.0,264.0,3.0,0.0,0,0,technical,low
0.37,0.46,1.9999999999999998,130.0,3.0,1.0,1,0,technical,low
0.58,0.77,4.0,140.0,3.0,0.0,0,0,RandD,medium
0.49,0.58,5.0,246.0,3.0,1.0,0,0,sales,low
0.97,0.69,4.0,134.0,3.0,0.0,0,0,RandD,medium
0.94,0.6,3.0,193.0,3.0,0.0,0,0,sales,low
0.64,0.55,4.0,215.0,2.0,0.0,0,0,sales,low
0.43,0.51,5.0,168.0,4.0,0.0,0,0,product_mng,low
